ID,Income,Kidhome,Teenhome,Recency,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,AcceptedCmpOverall,Z_CostContact,Z_Revenue,MntRegularProds,MntTotal,,,
400,"R$ 19,789.00",1,0,24,45,2380,0,0,0,1,0,1,0,0,0,0,2,5,9,28,6,28,3,2,1,3,0,5,1,0,0,0,0,0,1,3,11,R$ 22.00,R$ 50.00,,,
401,"R$ 80,134.00",0,0,11,26,2294,0,0,0,1,0,0,0,1,0,0,966,26,282,52,26,26,1,2,7,11,0,5,0,1,1,1,1,0,4,3,11,"R$ 1,326.00","R$ 1,352.00",,,
402,"R$ 91,065.00",0,0,33,39,2651,0,0,1,0,0,0,0,1,0,0,822,114,108,179,137,114,1,7,9,9,0,3,0,0,1,1,0,1,2,3,11,"R$ 1,246.00","R$ 1,360.00",,,
403,"R$ 49,505.00",1,1,4,49,2640,0,1,0,0,0,0,0,0,1,0,604,0,100,19,0,28,9,10,2,8,0,8,0,0,0,0,0,0,0,3,11,R$ 695.00,R$ 723.00,,,
404,"R$ 37,401.00",1,0,14,47,2213,0,1,0,0,0,0,0,0,0,1,19,3,19,3,1,3,2,2,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 42.00,R$ 45.00,,,
405,"R$ 30,096.00",1,0,30,37,2197,0,1,0,0,0,0,0,1,0,0,5,3,11,12,5,9,1,2,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 27.00,R$ 36.00,,,
406,"R$ 18,492.00",1,0,75,38,2183,0,0,0,1,0,0,0,0,1,0,2,2,2,2,1,1,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 8.00,R$ 9.00,,,
407,"R$ 82,584.00",0,0,26,46,2549,0,1,0,0,0,0,0,0,1,0,1076,68,103,29,91,68,1,3,4,8,0,1,0,1,1,0,0,1,2,3,11,"R$ 1,299.00","R$ 1,367.00",,,
408,"R$ 93,027.00",0,0,77,79,2601,0,1,0,0,0,0,0,0,0,1,1285,42,716,55,0,21,0,7,10,5,0,2,0,0,1,0,0,0,1,3,11,"R$ 2,077.00","R$ 2,098.00",,,
409,"R$ 48,686.00",1,2,8,67,2366,0,1,0,0,0,0,0,1,0,0,10,0,7,2,0,1,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 18.00,R$ 19.00,,,
410,"R$ 92,910.00",0,0,42,34,2225,0,1,0,0,0,0,0,1,0,0,551,137,792,179,103,33,1,6,7,13,0,1,0,1,1,1,0,0,3,3,11,"R$ 1,729.00","R$ 1,762.00",,,
411,"R$ 75,433.00",1,0,28,31,2244,0,1,0,0,0,0,0,1,0,0,800,0,297,0,34,57,2,2,5,10,0,6,0,1,0,1,0,0,2,3,11,"R$ 1,074.00","R$ 1,131.00",,,
412,"R$ 10,404.00",1,0,52,31,2215,0,0,0,1,0,1,0,0,0,0,2,2,11,10,6,12,2,1,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 19.00,R$ 31.00,,,
413,"R$ 61,314.00",0,1,1,52,2589,0,1,0,0,0,0,0,1,0,0,378,0,189,97,172,172,2,5,5,12,0,3,0,0,0,0,0,0,0,3,11,R$ 664.00,R$ 836.00,,,
414,"R$ 84,865.00",0,0,1,59,2575,0,0,1,0,0,0,0,0,0,1,1248,16,349,43,16,16,1,2,4,9,0,4,0,1,1,1,1,1,4,3,11,"R$ 1,656.00","R$ 1,672.00",,,
415,"R$ 42,387.00",1,0,42,31,2767,0,1,0,0,0,0,0,1,0,0,235,0,235,19,4,191,5,8,1,7,0,8,0,0,0,0,0,0,0,3,11,R$ 302.00,R$ 493.00,,,
416,"R$ 67,309.00",1,1,76,53,2681,0,0,0,1,0,1,0,0,0,0,515,47,181,149,95,95,15,9,6,9,0,7,0,0,0,0,0,0,0,3,11,R$ 892.00,R$ 987.00,,,
417,"R$ 75,236.00",0,1,27,56,2375,0,1,0,0,0,0,0,1,0,0,438,66,400,12,38,114,1,8,3,13,0,4,0,0,0,0,0,0,0,3,11,R$ 840.00,R$ 954.00,,,
418,"R$ 30,015.00",1,0,28,50,2306,0,0,1,0,0,0,0,1,0,0,25,0,22,2,3,5,2,1,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 47.00,R$ 52.00,,,
419,"R$ 50,943.00",0,1,49,64,2532,0,0,0,1,0,0,0,0,1,0,31,0,7,2,0,6,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 34.00,R$ 40.00,,,
420,"R$ 67,272.00",0,1,12,54,2349,1,0,0,0,0,0,0,1,0,0,357,35,271,28,28,14,3,6,2,12,0,5,0,0,0,0,0,0,0,3,11,R$ 705.00,R$ 719.00,,,
421,"R$ 51,529.00",0,1,14,71,2454,0,0,0,0,1,0,0,0,1,0,400,4,35,6,0,22,2,9,1,5,0,8,0,0,0,0,0,0,0,3,11,R$ 423.00,R$ 445.00,,,
422,"R$ 32,011.00",1,0,89,49,2470,0,1,0,0,0,0,0,0,0,1,99,0,15,2,1,5,3,2,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 112.00,R$ 117.00,,,
423,"R$ 7,500.00",1,0,96,34,2666,0,1,0,0,0,1,0,0,0,0,1,11,5,4,6,9,2,2,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 18.00,R$ 27.00,,,
424,"R$ 28,691.00",1,0,56,31,2519,0,1,0,0,0,0,0,1,0,0,5,4,13,8,0,4,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 26.00,R$ 30.00,,,
425,"R$ 56,223.00",0,1,72,72,2350,0,1,0,0,0,0,0,0,0,1,77,28,31,16,0,4,2,2,1,5,0,4,0,0,0,0,0,0,0,3,11,R$ 148.00,R$ 152.00,,,
426,"R$ 18,100.00",0,0,14,74,2486,0,1,0,0,0,0,0,1,0,0,3,1,2,4,3,1,1,0,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 12.00,R$ 13.00,,,
427,"R$ 30,279.00",1,0,13,31,2705,0,0,1,0,0,0,0,1,0,0,10,4,14,4,4,1,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 35.00,R$ 36.00,,,
428,"R$ 20,130.00",0,0,99,46,2263,0,1,0,0,0,1,0,0,0,0,0,6,3,7,6,12,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 10.00,R$ 22.00,,,
429,"R$ 23,295.00",0,0,72,61,2510,1,0,0,0,0,0,0,1,0,0,0,0,1,2,12,5,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 10.00,R$ 15.00,,,
430,"R$ 42,618.00",1,0,92,48,2422,1,0,0,0,0,0,0,0,1,0,76,14,74,13,5,10,2,5,0,4,0,8,0,0,0,0,0,0,0,3,11,R$ 172.00,R$ 182.00,,,
431,"R$ 81,246.00",0,0,87,56,2341,0,0,1,0,0,0,0,1,0,0,398,190,537,61,156,37,1,4,5,7,0,1,1,0,0,1,0,0,2,3,11,"R$ 1,305.00","R$ 1,342.00",,,
432,"R$ 24,027.00",1,0,7,44,2544,0,1,0,0,0,0,0,1,0,0,14,7,11,11,0,5,2,2,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 38.00,R$ 43.00,,,
433,"R$ 55,707.00",0,1,91,67,2348,0,1,0,0,0,0,0,0,0,1,208,7,82,30,66,35,2,3,2,9,0,3,0,0,0,0,0,0,0,3,11,R$ 358.00,R$ 393.00,,,
434,"R$ 57,959.00",0,1,71,65,2582,0,0,1,0,0,0,0,1,0,0,430,16,322,43,24,33,5,4,7,11,0,3,0,0,0,0,0,0,0,3,11,R$ 802.00,R$ 835.00,,,
435,"R$ 56,796.00",0,1,24,51,2657,0,1,0,0,0,0,0,1,0,0,656,38,161,62,47,37,3,8,9,7,0,7,0,0,0,0,0,0,0,3,11,R$ 927.00,R$ 964.00,,,
436,"R$ 36,230.00",1,0,17,49,2414,0,0,1,0,0,0,0,0,1,0,14,2,30,8,2,3,1,2,0,4,0,5,0,0,0,0,0,0,0,3,11,R$ 53.00,R$ 56.00,,,
437,"R$ 70,829.00",1,1,87,40,2369,0,1,0,0,0,1,0,0,0,0,141,70,106,72,19,23,2,4,2,8,0,3,0,0,0,0,0,0,0,3,11,R$ 385.00,R$ 408.00,,,
438,"R$ 65,991.00",0,1,21,44,2819,0,1,0,0,0,0,0,1,0,0,507,19,364,25,47,9,3,9,5,10,0,7,0,0,0,0,0,0,0,3,11,R$ 953.00,R$ 962.00,,,
439,"R$ 38,988.00",1,2,90,48,2837,0,1,0,0,0,0,0,1,0,0,164,24,103,12,3,42,7,5,1,6,0,8,0,0,0,0,0,0,0,3,11,R$ 264.00,R$ 306.00,,,
440,"R$ 89,572.00",0,0,44,54,2811,0,0,1,0,0,1,0,0,0,0,606,24,974,197,194,64,1,7,7,9,0,4,0,1,0,1,0,1,2,3,11,"R$ 1,931.00","R$ 1,995.00",,,
441,"R$ 42,207.00",1,0,71,36,2613,0,1,0,0,0,0,0,0,1,0,116,11,72,3,17,46,4,4,1,5,0,6,1,0,0,0,0,1,1,3,11,R$ 173.00,R$ 219.00,,,
442,"R$ 50,300.00",0,1,52,68,2194,0,1,0,0,0,0,0,1,0,0,143,15,60,24,23,5,2,2,1,8,0,2,0,0,0,0,0,0,0,3,11,R$ 260.00,R$ 265.00,,,
443,"R$ 66,664.00",0,0,78,38,2801,0,0,0,1,0,1,0,0,0,0,398,96,447,220,96,32,1,5,7,6,0,3,0,0,0,0,0,0,0,3,11,"R$ 1,225.00","R$ 1,257.00",,,
444,"R$ 60,597.00",0,1,2,56,2338,0,1,0,0,0,0,0,1,0,0,522,0,257,32,16,66,4,2,2,8,0,7,0,0,0,1,0,1,1,3,11,R$ 761.00,R$ 827.00,,,
445,"R$ 70,165.00",0,0,60,71,2439,0,0,0,0,1,0,0,1,0,0,161,0,253,199,191,122,1,3,7,11,0,1,0,0,0,0,0,0,0,3,11,R$ 682.00,R$ 804.00,,,
446,"R$ 50,520.00",0,1,25,62,2311,0,0,0,0,1,0,0,0,0,1,112,0,6,2,1,14,2,3,1,3,0,6,0,0,0,0,0,0,0,3,11,R$ 107.00,R$ 121.00,,,
447,"R$ 80,124.00",0,0,47,57,2162,0,1,0,0,0,0,0,1,0,0,483,84,398,205,84,241,1,3,7,8,0,1,1,0,0,0,0,0,1,3,11,"R$ 1,013.00","R$ 1,254.00",,,
448,"R$ 33,183.00",1,0,46,45,2284,0,1,0,0,0,0,0,1,0,0,7,5,39,17,15,37,2,4,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 46.00,R$ 83.00,,,
449,"R$ 66,582.00",0,0,83,51,2277,0,0,1,0,0,0,0,0,0,1,789,25,420,16,38,0,1,2,8,9,0,1,0,0,0,0,0,0,0,3,11,"R$ 1,288.00","R$ 1,288.00",,,
450,"R$ 75,261.00",0,0,17,65,2591,0,0,0,1,0,0,0,0,0,1,1239,17,413,23,34,17,1,5,6,5,0,2,0,1,1,0,0,1,2,3,11,"R$ 1,709.00","R$ 1,726.00",,,
451,"R$ 31,880.00",1,0,13,50,2765,0,0,0,0,1,0,0,1,0,0,4,1,5,2,0,3,1,1,0,2,0,8,0,0,0,0,0,0,0,3,11,R$ 9.00,R$ 12.00,,,
452,"R$ 53,790.00",0,2,86,69,2274,0,1,0,0,0,0,0,1,0,0,335,42,127,28,5,5,3,7,2,8,0,6,0,0,0,0,0,0,0,3,11,R$ 532.00,R$ 537.00,,,
453,"R$ 49,269.00",1,0,92,49,2842,0,0,0,1,0,0,0,0,0,1,639,8,166,11,8,58,3,7,3,12,0,7,0,0,0,0,0,0,0,3,11,R$ 774.00,R$ 832.00,,,
454,"R$ 61,456.00",0,1,47,45,2618,0,1,0,0,0,0,0,1,0,0,563,76,384,84,192,89,4,6,10,13,0,4,0,0,0,0,0,0,0,3,11,"R$ 1,210.00","R$ 1,299.00",,,
455,"R$ 37,406.00",1,0,18,40,2421,0,1,0,0,0,0,0,1,0,0,2,0,8,2,2,3,1,1,0,2,0,8,0,0,0,0,0,1,0,3,11,R$ 11.00,R$ 14.00,,,
456,"R$ 56,937.00",1,0,81,39,2853,0,0,0,1,0,0,0,0,0,1,746,8,125,11,8,8,7,8,6,9,0,6,0,1,0,0,0,1,1,3,11,R$ 890.00,R$ 898.00,,,
457,"R$ 38,415.00",1,1,91,42,2702,0,1,0,0,0,0,0,1,0,0,22,1,13,4,0,4,2,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 36.00,R$ 40.00,,,
458,"R$ 20,518.00",1,0,58,32,2201,0,0,1,0,0,0,0,1,0,0,4,1,6,4,1,9,1,1,1,2,0,5,0,0,0,0,0,0,0,3,11,R$ 7.00,R$ 16.00,,,
459,"R$ 62,503.00",0,1,40,64,2655,0,1,0,0,0,0,0,1,0,0,478,0,193,110,75,117,4,8,3,11,0,5,0,0,0,0,0,0,0,3,11,R$ 739.00,R$ 856.00,,,
460,"R$ 41,644.00",1,1,67,48,2210,0,0,1,0,0,0,0,0,0,1,20,3,4,2,0,2,2,1,0,3,0,3,0,0,0,0,0,0,0,3,11,R$ 27.00,R$ 29.00,,,
461,"R$ 55,842.00",0,1,19,43,2196,0,1,0,0,0,0,0,0,1,0,451,0,39,0,4,24,1,7,1,8,0,5,0,0,0,0,0,0,0,3,11,R$ 470.00,R$ 494.00,,,
462,"R$ 62,010.00",0,1,93,48,2773,0,1,0,0,0,0,0,0,0,1,371,22,39,6,0,92,4,6,2,7,0,5,0,0,0,0,0,0,0,3,11,R$ 346.00,R$ 438.00,,,
463,"R$ 41,124.00",1,0,41,43,2765,0,1,0,0,0,0,0,1,0,0,281,7,84,15,0,119,7,7,3,4,0,8,0,0,0,0,0,0,0,3,11,R$ 268.00,R$ 387.00,,,
464,"R$ 38,961.00",1,0,60,47,2340,0,1,0,0,0,0,0,0,1,0,19,7,19,0,1,24,1,2,1,2,0,7,0,0,0,0,0,0,0,3,11,R$ 22.00,R$ 46.00,,,
465,"R$ 37,760.00",1,0,54,48,2481,1,0,0,0,0,0,0,0,1,0,26,3,13,2,10,0,1,2,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 54.00,R$ 54.00,,,
466,"R$ 32,233.00",1,0,26,46,2838,0,0,1,0,0,0,0,1,0,0,138,15,35,25,11,72,2,6,2,2,0,9,1,0,0,0,0,1,1,3,11,R$ 152.00,R$ 224.00,,,
467,"R$ 43,057.00",0,1,30,45,2401,0,1,0,0,0,0,0,1,0,0,213,2,44,0,2,5,4,4,2,5,0,5,0,0,0,0,0,0,0,3,11,R$ 256.00,R$ 261.00,,,
468,"R$ 83,151.00",0,0,93,60,2786,0,0,0,1,0,0,0,0,1,0,407,28,100,120,74,18,1,5,9,4,0,3,0,0,0,0,0,0,0,3,11,R$ 711.00,R$ 729.00,,,
469,"R$ 78,825.00",0,0,35,56,2812,1,0,0,0,0,0,0,0,0,1,483,74,114,169,37,18,1,5,10,13,0,3,0,0,0,0,0,1,0,3,11,R$ 859.00,R$ 877.00,,,
470,"R$ 65,104.00",0,1,4,44,2386,0,0,0,1,0,0,0,0,1,0,738,0,232,13,20,50,2,3,5,7,0,7,0,0,0,0,0,0,0,3,11,R$ 953.00,"R$ 1,003.00",,,
471,"R$ 60,093.00",0,1,92,46,2527,0,1,0,0,0,0,0,1,0,0,502,12,109,16,6,90,2,7,2,10,0,6,0,0,0,0,0,0,0,3,11,R$ 555.00,R$ 645.00,,,
472,"R$ 14,045.00",1,0,24,51,2313,0,1,0,0,0,0,0,1,0,0,11,0,5,2,1,1,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 18.00,R$ 19.00,,,
473,"R$ 28,457.00",0,0,96,68,2768,0,0,0,0,1,1,0,0,0,0,24,1,108,29,29,14,1,4,1,4,0,8,0,0,0,0,0,0,0,3,11,R$ 177.00,R$ 191.00,,,
474,"R$ 78,952.00",0,1,11,62,2802,0,0,0,1,0,0,0,0,0,1,1170,19,594,99,76,134,2,2,5,12,0,6,0,0,0,0,0,0,0,3,11,"R$ 1,824.00","R$ 1,958.00",,,
475,"R$ 46,310.00",1,0,99,44,2732,1,0,0,0,0,0,0,1,0,0,185,2,88,15,5,14,2,6,1,5,0,8,0,0,0,0,0,0,0,3,11,R$ 281.00,R$ 295.00,,,
476,"R$ 76,005.00",0,0,72,65,2651,0,0,0,1,0,0,0,1,0,0,983,20,389,240,50,40,1,3,5,13,0,6,0,0,0,1,0,0,1,3,11,"R$ 1,642.00","R$ 1,682.00",,,
477,"R$ 58,308.00",0,1,77,56,2692,0,0,1,0,0,0,0,0,1,0,691,0,69,10,0,130,4,2,6,3,0,8,0,0,0,0,0,0,0,3,11,R$ 640.00,R$ 770.00,,,
478,"R$ 55,614.00",0,0,85,76,2373,1,0,0,0,0,0,0,0,0,1,504,13,131,8,0,26,1,9,4,6,0,7,0,1,0,0,0,0,1,3,11,R$ 630.00,R$ 656.00,,,
479,"R$ 59,432.00",0,1,88,58,2601,1,0,0,0,0,0,0,0,1,0,317,25,265,25,19,12,3,5,3,11,0,5,0,0,0,0,0,0,0,3,11,R$ 639.00,R$ 651.00,,,
480,"R$ 55,563.00",0,1,22,42,2244,1,0,0,0,0,0,0,1,0,0,29,1,9,2,0,2,1,2,0,3,0,3,0,0,0,0,0,0,0,3,11,R$ 39.00,R$ 41.00,,,
481,"R$ 78,642.00",0,1,83,49,2593,0,0,0,1,0,0,0,0,0,1,1396,0,322,46,35,17,1,4,9,4,0,6,0,0,0,0,0,0,0,3,11,"R$ 1,782.00","R$ 1,799.00",,,
482,"R$ 67,911.00",0,1,63,71,2197,0,0,0,1,0,0,0,0,0,1,529,0,356,63,28,0,3,6,7,11,0,3,0,0,0,0,0,0,0,3,11,R$ 976.00,R$ 976.00,,,
483,"R$ 65,275.00",0,0,9,76,2611,0,1,0,0,0,0,0,1,0,0,388,14,218,91,14,21,1,4,3,13,0,2,0,0,0,0,0,0,0,3,11,R$ 704.00,R$ 725.00,,,
484,"R$ 27,203.00",1,1,92,70,2851,0,0,0,1,0,0,0,1,0,0,13,2,21,4,0,24,2,1,1,2,0,8,0,0,0,0,0,0,0,3,11,R$ 16.00,R$ 40.00,,,
485,"R$ 48,330.00",0,1,2,59,2385,0,0,0,1,0,0,0,0,1,0,28,0,4,0,0,0,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 32.00,R$ 32.00,,,
486,"R$ 24,279.00",0,0,6,30,2706,0,1,0,0,0,0,1,0,0,0,16,36,21,20,62,108,1,4,1,3,0,8,0,0,0,0,0,0,0,3,11,R$ 47.00,R$ 155.00,,,
487,"R$ 64,355.00",1,0,66,35,2833,0,1,0,0,0,0,0,0,0,1,1047,0,140,67,38,153,2,4,3,12,0,8,0,0,0,0,0,0,0,3,11,"R$ 1,139.00","R$ 1,292.00",,,
488,"R$ 50,943.00",0,1,49,64,2532,0,0,0,1,0,0,0,0,1,0,31,0,7,2,0,6,1,1,0,3,0,5,0,0,0,0,0,0,0,3,11,R$ 34.00,R$ 40.00,,,
489,"R$ 53,653.00",0,0,29,67,2758,0,0,0,0,1,0,0,1,0,0,815,10,239,28,10,108,2,10,4,12,0,6,0,0,0,0,0,0,0,3,11,R$ 994.00,"R$ 1,102.00",,,
490,"R$ 65,665.00",0,1,77,44,2368,0,1,0,0,0,0,0,1,0,0,225,162,387,106,36,29,1,5,10,8,0,3,0,0,0,0,0,0,0,3,11,R$ 887.00,R$ 916.00,,,
491,"R$ 81,217.00",0,0,77,31,2504,0,0,1,0,0,0,0,1,0,0,493,70,324,146,40,84,1,3,7,11,0,1,0,0,0,0,0,0,0,3,11,R$ 989.00,"R$ 1,073.00",,,
492,"R$ 34,935.00",0,0,71,28,2532,0,1,0,0,0,0,0,1,0,0,34,4,66,3,10,20,1,2,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 97.00,R$ 117.00,,,
493,"R$ 61,250.00",0,1,49,61,2719,1,0,0,0,0,0,0,1,0,0,382,138,65,60,26,59,6,5,2,12,0,5,0,0,0,0,0,0,0,3,11,R$ 612.00,R$ 671.00,,,
494,"R$ 39,665.00",1,0,97,39,2559,0,0,0,1,0,0,0,0,0,1,127,1,56,0,1,31,3,4,2,3,0,7,1,0,0,0,0,0,1,3,11,R$ 154.00,R$ 185.00,,,
495,"R$ 60,152.00",0,1,6,41,2617,0,0,1,0,0,0,0,1,0,0,325,83,300,86,58,91,1,6,4,12,0,3,0,0,0,0,0,0,0,3,11,R$ 761.00,R$ 852.00,,,
496,"R$ 48,920.00",0,2,93,56,2411,0,1,0,0,0,0,0,1,0,0,238,17,68,8,10,6,3,6,2,5,0,7,0,1,0,0,0,0,1,3,11,R$ 335.00,R$ 341.00,,,
497,"R$ 89,120.00",0,0,78,61,2263,0,0,0,1,0,0,0,0,1,0,1168,92,408,72,129,55,1,5,6,7,0,1,0,0,1,0,0,0,1,3,11,"R$ 1,814.00","R$ 1,869.00",,,
498,"R$ 44,124.00",0,1,62,74,2573,0,0,0,1,0,0,0,0,0,1,284,0,55,0,6,52,4,6,2,5,0,8,0,0,0,0,0,0,0,3,11,R$ 293.00,R$ 345.00,,,
499,"R$ 81,169.00",0,0,47,45,2600,0,0,1,0,0,0,0,0,1,0,1288,20,613,80,61,27,1,5,7,9,0,2,0,0,0,0,0,0,0,3,11,"R$ 2,035.00","R$ 2,062.00",,,
500,"R$ 36,443.00",1,1,9,59,2670,0,1,0,0,0,0,0,1,0,0,65,0,46,4,3,20,4,3,1,3,0,8,0,0,0,0,0,0,0,3,11,R$ 98.00,R$ 118.00,,,
501,"R$ 26,095.00",1,0,77,30,2523,0,0,1,0,0,0,0,1,0,0,11,7,9,3,1,11,1,1,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 20.00,R$ 31.00,,,
502,"R$ 71,367.00",0,0,24,61,2469,0,0,0,1,0,0,0,1,0,0,227,23,389,42,21,75,1,4,5,7,0,2,0,0,0,0,0,0,0,3,11,R$ 627.00,R$ 702.00,,,
503,"R$ 80,184.00",0,0,19,76,2279,0,1,0,0,0,0,0,0,1,0,1035,134,670,25,38,0,1,6,3,10,0,3,0,0,1,1,0,0,2,3,11,"R$ 1,902.00","R$ 1,902.00",,,
504,"R$ 30,630.00",1,1,67,55,2312,1,0,0,0,0,0,0,1,0,0,27,1,12,2,0,10,2,2,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 32.00,R$ 42.00,,,
505,"R$ 73,454.00",0,0,95,33,2279,0,0,1,0,0,0,0,0,1,0,982,73,351,56,14,175,1,2,4,6,0,5,1,0,0,0,0,0,1,3,11,"R$ 1,301.00","R$ 1,476.00",,,
506,"R$ 42,691.00",0,0,48,29,2476,0,1,0,0,0,0,0,1,0,0,179,2,64,38,17,58,1,5,1,6,0,5,0,0,0,0,0,0,0,3,11,R$ 242.00,R$ 300.00,,,
507,"R$ 70,503.00",0,0,73,67,2796,0,1,0,0,0,0,0,1,0,0,1379,33,216,0,33,66,1,2,4,9,0,6,0,1,1,0,0,0,2,3,11,"R$ 1,595.00","R$ 1,661.00",,,
508,"R$ 25,545.00",1,0,35,33,2818,0,1,0,0,0,0,0,1,0,0,32,1,64,16,12,85,3,2,2,3,0,6,0,0,0,0,0,1,0,3,11,R$ 40.00,R$ 125.00,,,
509,"R$ 32,880.00",1,0,76,34,2731,0,1,0,0,0,0,0,1,0,0,8,4,15,7,6,2,1,1,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 38.00,R$ 40.00,,,
510,"R$ 77,863.00",0,0,20,62,2373,0,0,0,1,0,0,0,0,0,1,881,38,319,16,25,12,1,4,5,10,0,2,0,0,0,0,0,0,0,3,11,"R$ 1,267.00","R$ 1,279.00",,,
511,"R$ 50,353.00",0,0,72,43,2180,0,1,0,0,0,0,0,0,1,0,141,15,153,67,31,35,1,4,4,6,0,3,0,0,0,0,0,0,0,3,11,R$ 372.00,R$ 407.00,,,
512,"R$ 61,839.00",0,0,20,56,2845,0,0,1,0,0,0,0,1,0,0,1000,155,379,224,17,120,1,4,8,4,0,8,0,0,0,0,0,0,0,3,11,"R$ 1,655.00","R$ 1,775.00",,,
513,"R$ 49,154.00",1,1,69,60,2397,0,1,0,0,0,0,0,0,0,1,206,10,67,30,27,71,6,4,1,8,0,6,0,0,0,0,0,0,0,3,11,R$ 269.00,R$ 340.00,,,
514,"R$ 47,682.00",0,1,80,45,2658,0,0,0,0,1,1,0,0,0,0,162,61,83,97,57,61,4,4,3,8,0,5,0,0,0,0,0,0,0,3,11,R$ 399.00,R$ 460.00,,,
515,"R$ 72,679.00",0,1,65,51,2443,0,0,1,0,0,0,0,1,0,0,619,54,260,127,54,54,1,4,7,5,0,1,0,0,0,0,0,0,0,3,11,"R$ 1,060.00","R$ 1,114.00",,,
516,"R$ 57,954.00",1,1,52,43,2170,0,0,0,1,0,0,0,0,1,0,456,4,24,0,0,9,7,8,2,6,0,7,0,1,0,0,0,0,1,3,11,R$ 475.00,R$ 484.00,,,
517,"R$ 65,316.00",1,1,65,58,2590,0,1,0,0,0,0,0,1,0,0,112,6,92,3,9,38,2,3,2,5,0,4,0,0,0,0,0,0,0,3,11,R$ 184.00,R$ 222.00,,,
518,"R$ 28,567.00",1,0,57,38,2536,0,0,1,0,0,0,0,1,0,0,11,3,22,2,2,6,2,2,0,3,0,6,0,0,0,0,0,0,0,3,11,R$ 34.00,R$ 40.00,,,
519,"R$ 47,352.00",0,1,70,69,2603,0,0,0,1,0,0,0,0,1,0,172,12,112,8,0,15,4,6,1,5,0,7,0,0,0,0,0,0,0,3,11,R$ 289.00,R$ 304.00,,,
520,"R$ 44,931.00",0,1,0,53,2321,0,0,0,1,0,0,0,1,0,0,78,0,11,0,0,7,1,2,1,3,0,5,0,0,0,0,0,0,0,3,11,R$ 82.00,R$ 89.00,,,
521,"R$ 76,982.00",0,0,19,53,2293,1,0,0,0,0,0,0,1,0,0,464,151,292,65,60,30,1,8,3,4,0,4,0,0,1,0,0,1,1,3,11,"R$ 1,002.00","R$ 1,032.00",,,
522,"R$ 57,247.00",0,1,50,68,2484,0,0,0,1,0,1,0,0,0,0,99,4,32,37,54,6,2,2,1,7,0,2,0,0,0,0,0,0,0,3,11,R$ 220.00,R$ 226.00,,,
523,"R$ 22,944.00",1,0,67,39,2347,0,0,1,0,0,0,0,0,1,0,19,3,19,4,5,26,3,3,0,3,0,7,0,0,0,0,0,0,0,3,11,R$ 24.00,R$ 50.00,,,
524,"R$ 25,315.00",1,0,46,43,2393,0,0,0,1,0,1,0,0,0,0,1,9,8,11,3,22,3,3,0,3,0,8,0,0,0,0,0,0,0,3,11,R$ 10.00,R$ 32.00,,,
525,"R$ 43,638.00",0,1,37,51,2851,0,0,0,0,1,0,0,1,0,0,63,10,83,7,19,19,2,4,1,4,0,7,0,0,0,0,0,0,0,3,11,R$ 163.00,R$ 182.00,,,
526,"R$ 42,710.00",1,0,38,36,2737,0,0,1,0,0,0,0,0,0,1,252,3,42,4,3,102,2,4,5,3,0,6,0,0,0,0,0,0,0,3,11,R$ 202.00,R$ 304.00,,,
527,"R$ 84,169.00",0,0,9,38,2485,0,1,0,0,0,0,0,0,0,1,1478,19,403,0,19,0,1,7,6,6,0,3,0,1,1,0,0,1,2,3,11,"R$ 1,919.00","R$ 1,919.00",,,
